Date,Bitcoin price,Waves price,Neo price,Ethereum price,Iota Price,Litecoin Price,Monero Price,Nem Price,Ethereum Classic Price,Numeraire Price,Omisego Price,Qtum Price,Ripple Price,Stratis Price,Bitcoin Cash Price,Bitconnect Price,Dash Price
14-Apr-15,219.16,,,,,1.38,0.656934,0.000153,,,,,0.008159,,,,3.1
13-Apr-15,224.59,,,,,1.38,0.691741,0.000139,,,,,0.008194,,,,3.21
12-Apr-15,236.15,,,,,1.46,0.800135,0.000146,,,,,0.00861,,,,3.3
11-Apr-15,236.55,,,,,1.46,0.827207,0.000163,,,,,0.0083,,,,3.33
10-Apr-15,236.07,,,,,1.53,0.800381,0.000175,,,,,0.008512,,,,3.23
09-Apr-15,243.68,,,,,1.59,0.758207,0.000224,,,,,0.00878,,,,3.42
08-Apr-15,245.02,,,,,1.63,0.755192,0.000228,,,,,0.009198,,,,3.68
07-Apr-15,253.18,,,,,1.67,0.833302,0.000241,,,,,0.009071,,,,3.78
06-Apr-15,255.49,,,,,1.69,0.789463,0.000289,,,,,0.008786,,,,4.09
05-Apr-15,260.6,,,,,1.7,0.883731,0.000232,,,,,0.008739,,,,4.17
04-Apr-15,253.7,,,,,1.69,0.85929,0.000277,,,,,0.008844,,,,4.13
03-Apr-15,254.32,,,,,1.7,0.952245,0.00031,,,,,0.00872,,,,4.36
02-Apr-15,253,,,,,1.68,0.96926,0.000314,,,,,0.007906,,,,4.54
01-Apr-15,247.27,,,,,1.66,1.01,0.000242,,,,,0.007668,,,,3.83
31-Mar-15,244.22,,,,,1.65,0.907059,,,,,,0.007772,,,,4.02
30-Mar-15,247.53,,,,,1.67,0.853188,,,,,,0.008453,,,,4.34
29-Mar-15,242.71,,,,,1.66,0.712153,,,,,,0.008498,,,,4.6
28-Mar-15,252.8,,,,,1.7,0.795417,,,,,,0.008851,,,,5.04
27-Mar-15,247.03,,,,,1.69,0.777714,,,,,,0.008895,,,,4.76
26-Mar-15,248.53,,,,,1.7,0.746328,,,,,,0.008764,,,,4.99
25-Mar-15,246.2,,,,,1.67,0.767497,,,,,,0.009115,,,,5.28
24-Mar-15,245.59,,,,,1.65,0.711852,,,,,,0.009757,,,,5.07
23-Mar-15,266.74,,,,,1.78,0.766353,,,,,,0.010308,,,,4.98
22-Mar-15,267.96,,,,,1.8,0.777347,,,,,,0.010196,,,,4.61
21-Mar-15,260.02,,,,,1.75,0.743222,,,,,,0.010182,,,,4.63
20-Mar-15,261.75,,,,,1.77,0.633158,,,,,,0.010446,,,,3.7
19-Mar-15,260.93,,,,,1.76,0.677382,,,,,,0.01048,,,,3.37
18-Mar-15,256.3,,,,,1.74,0.638029,,,,,,0.010575,,,,3.09
17-Mar-15,285.5,,,,,1.98,0.752221,,,,,,0.010929,,,,3.27
16-Mar-15,290.59,,,,,2.03,0.805943,,,,,,0.010968,,,,3.3
15-Mar-15,286.39,,,,,2.02,0.69425,,,,,,0.010817,,,,3.12
14-Mar-15,281.88,,,,,2,0.676167,,,,,,0.011088,,,,2.93
13-Mar-15,285.34,,,,,2.01,0.644822,,,,,,0.010511,,,,2.91
12-Mar-15,294.35,,,,,2.04,0.684608,,,,,,0.010359,,,,3.07
11-Mar-15,296.38,,,,,2.03,0.715782,,,,,,0.010229,,,,3.13
10-Mar-15,291.76,,,,,2.01,0.791843,,,,,,0.010086,,,,3.03
09-Mar-15,289.61,,,,,1.94,0.63489,,,,,,0.010643,,,,3.54
08-Mar-15,274.35,,,,,1.89,0.484062,,,,,,0.009961,,,,3.39
07-Mar-15,276.26,,,,,1.91,0.457321,,,,,,0.010535,,,,3.43
06-Mar-15,272.72,,,,,1.9,0.486039,,,,,,0.010856,,,,3.33
05-Mar-15,276.18,,,,,1.92,0.469626,,,,,,0.011543,,,,3.41
04-Mar-15,273.09,,,,,1.93,0.413151,,,,,,0.010032,,,,3.5
03-Mar-15,281.7,,,,,1.96,0.415078,,,,,,0.010593,,,,3.47
02-Mar-15,275.67,,,,,1.94,0.428434,,,,,,0.012192,,,,3.62
01-Mar-15,260.2,,,,,1.89,0.426028,,,,,,0.012239,,,,3.33
28-Feb-15,254.26,,,,,1.84,0.427227,,,,,,0.012998,,,,3.24
27-Feb-15,253.83,,,,,1.85,0.381008,,,,,,0.01336,,,,3.04
26-Feb-15,236.43,,,,,1.81,0.357721,,,,,,0.013299,,,,2.73
25-Feb-15,237.47,,,,,1.8,0.365243,,,,,,0.013401,,,,2.77
24-Feb-15,238.74,,,,,1.83,0.340267,,,,,,0.013396,,,,2.94
23-Feb-15,238.89,,,,,1.82,0.337887,,,,,,0.013334,,,,2.52
22-Feb-15,235.98,,,,,1.8,0.313139,,,,,,0.01313,,,,2.53
21-Feb-15,244.53,,,,,1.85,0.302557,,,,,,0.013286,,,,2.78
20-Feb-15,243.78,,,,,1.85,0.305673,,,,,,0.013481,,,,2.74
19-Feb-15,240.28,,,,,1.85,0.282791,,,,,,0.013758,,,,2.83
18-Feb-15,236.33,,,,,1.83,0.248507,,,,,,0.013791,,,,2.84
17-Feb-15,243.61,,,,,1.85,0.253231,,,,,,0.014031,,,,2.63
16-Feb-15,233.84,,,,,1.8,0.251039,,,,,,0.01375,,,,2.75
15-Feb-15,234.82,,,,,1.84,0.25138,,,,,,0.013712,,,,2.76
14-Feb-15,257.32,,,,,1.94,0.280322,,,,,,0.014956,,,,2.88
13-Feb-15,235.43,,,,,1.82,0.255641,,,,,,0.014566,,,,2.92
12-Feb-15,221.76,,,,,1.76,0.246741,,,,,,0.014039,,,,2.81
11-Feb-15,219.19,,,,,1.73,0.231497,,,,,,0.013776,,,,3.23
10-Feb-15,219.84,,,,,1.76,0.244719,,,,,,0.013649,,,,2.49
09-Feb-15,220.11,,,,,1.73,0.251738,,,,,,0.013994,,,,2.17
08-Feb-15,223.41,,,,,1.78,0.265034,,,,,,0.014427,,,,1.84
07-Feb-15,227.75,,,,,1.78,0.275702,,,,,,0.014577,,,,1.86
06-Feb-15,222.27,,,,,1.76,0.270772,,,,,,0.015185,,,,1.79
05-Feb-15,217.11,,,,,1.74,0.272273,,,,,,0.014466,,,,1.77
04-Feb-15,226.85,,,,,1.79,0.289486,,,,,,0.013498,,,,1.83
03-Feb-15,227.27,,,,,1.82,0.288734,,,,,,0.013025,,,,1.79
02-Feb-15,238.23,,,,,1.88,0.301242,,,,,,0.01367,,,,1.93
01-Feb-15,226.97,,,,,1.8,0.299954,,,,,,0.014139,,,,1.88
31-Jan-15,217.46,,,,,1.87,0.284363,,,,,,0.014298,,,,1.61
30-Jan-15,226.43,,,,,1.9,0.294018,,,,,,0.014443,,,,1.64
29-Jan-15,233.51,,,,,1.92,0.309911,,,,,,0.014706,,,,1.64
28-Jan-15,233.91,,,,,1.87,0.290979,,,,,,0.01497,,,,1.65
27-Jan-15,263.48,,,,,2.09,0.320371,,,,,,0.015841,,,,1.82
26-Jan-15,273.47,,,,,2.08,0.317078,,,,,,0.016019,,,,1.88
25-Jan-15,253.72,,,,,2.25,0.310227,,,,,,0.016578,,,,1.81
24-Jan-15,247.85,,,,,1.84,0.298369,,,,,,0.016736,,,,1.74
23-Jan-15,232.88,,,,,1.43,0.283141,,,,,,0.016734,,,,1.59
22-Jan-15,233.41,,,,,1.42,0.273442,,,,,,0.01701,,,,1.63
21-Jan-15,226.9,,,,,1.37,0.261268,,,,,,0.016653,,,,1.6
20-Jan-15,211.31,,,,,1.32,0.236223,,,,,,0.016112,,,,1.43
19-Jan-15,214.86,,,,,1.34,0.254181,,,,,,0.015991,,,,1.37
18-Jan-15,210.34,,,,,1.33,0.258656,,,,,,0.015622,,,,1.31
17-Jan-15,199.26,,,,,1.29,0.248057,,,,,,0.015361,,,,1.22
16-Jan-15,208.1,,,,,1.4,0.278449,,,,,,0.016403,,,,1.28
15-Jan-15,209.84,,,,,1.28,0.261714,,,,,,0.016444,,,,1.29
14-Jan-15,178.1,,,,,1.16,0.223522,,,,,,0.014233,,,,1.08
13-Jan-15,225.86,,,,,1.54,0.309479,,,,,,0.015648,,,,1.35
12-Jan-15,267.8,,,,,1.71,0.364316,,,,,,0.018434,,,,1.66
11-Jan-15,265.66,,,,,1.72,0.378748,,,,,,0.018765,,,,1.64
10-Jan-15,274.8,,,,,1.65,0.419216,,,,,,0.019233,,,,1.66
09-Jan-15,290.41,,,,,1.98,0.431801,,,,,,0.020576,,,,1.71
08-Jan-15,283.35,,,,,2.01,0.429175,,,,,,0.020676,,,,1.72
07-Jan-15,294.34,,,,,2.12,0.463607,,,,,,0.020843,,,,1.72
06-Jan-15,286.19,,,,,2.11,0.461609,,,,,,0.020732,,,,1.72
05-Jan-15,274.47,,,,,2.08,0.421412,,,,,,0.020316,,,,1.67
04-Jan-15,264.19,,,,,1.96,0.417234,,,,,,0.018928,,,,1.63
03-Jan-15,281.08,,,,,2.13,0.461172,,,,,,0.022106,,,,1.72
02-Jan-15,315.03,,,,,2.67,0.459137,,,,,,0.024318,,,,1.94
01-Jan-15,314.25,,,,,2.7,0.46576,,,,,,0.02439,,,,1.94
31-Dec-14,320.19,,,,,2.72,0.43466,,,,,,0.024438,,,,1.97
30-Dec-14,310.74,,,,,2.7,0.489046,,,,,,0.0242,,,,1.89
29-Dec-14,312.67,,,,,2.69,0.487799,,,,,,0.024231,,,,1.91
28-Dec-14,317.24,,,,,2.73,0.563872,,,,,,0.023764,,,,1.95
27-Dec-14,315.86,,,,,2.72,0.510573,,,,,,0.024074,,,,1.95
26-Dec-14,327.92,,,,,2.78,0.4337,,,,,,0.025308,,,,2.03
25-Dec-14,319.01,,,,,2.7,0.452427,,,,,,0.024138,,,,1.8
24-Dec-14,322.53,,,,,2.74,0.425367,,,,,,0.023382,,,,1.93
23-Dec-14,334.57,,,,,2.88,0.381093,,,,,,0.023878,,,,1.92
22-Dec-14,331.89,,,,,2.89,0.344799,,,,,,0.025562,,,,1.91
21-Dec-14,320.84,,,,,2.85,0.343806,,,,,,0.024921,,,,1.91
20-Dec-14,329.96,,,,,2.92,0.339099,,,,,,0.024207,,,,1.98
19-Dec-14,317.84,,,,,2.87,0.319859,,,,,,0.023338,,,,1.89
18-Dec-14,311.4,,,,,2.81,0.316383,,,,,,0.02794,,,,1.81
17-Dec-14,319.78,,,,,2.94,0.338319,,,,,,0.026065,,,,1.94
16-Dec-14,327.06,,,,,3.02,0.337857,,,,,,0.021539,,,,1.98
15-Dec-14,345.35,,,,,3.45,0.382897,,,,,,0.018242,,,,2.13
14-Dec-14,351.63,,,,,3.48,0.383506,,,,,,0.017127,,,,2.24
13-Dec-14,347.38,,,,,3.48,0.375961,,,,,,0.016992,,,,2.24
12-Dec-14,352.54,,,,,3.49,0.375733,,,,,,0.016374,,,,2.27
11-Dec-14,350.51,,,,,3.48,0.398488,,,,,,0.016374,,,,2.29
10-Dec-14,346.37,,,,,3.5,0.389659,,,,,,0.015908,,,,2.24
09-Dec-14,352.22,,,,,3.52,0.389608,,,,,,0.015068,,,,2.26
08-Dec-14,361.91,,,,,3.65,0.448344,,,,,,0.013421,,,,2.3
07-Dec-14,375.1,,,,,3.71,0.470556,,,,,,0.014794,,,,2.37
06-Dec-14,374.79,,,,,3.61,0.443703,,,,,,0.014406,,,,2.35
05-Dec-14,376.85,,,,,3.62,0.428893,,,,,,0.013785,,,,2.37
04-Dec-14,369.6,,,,,3.59,0.456468,,,,,,0.013343,,,,2.33
03-Dec-14,375.01,,,,,3.61,0.507566,,,,,,0.01313,,,,2.43
02-Dec-14,381.31,,,,,3.63,0.527409,,,,,,0.013158,,,,2.43
01-Dec-14,379.25,,,,,3.58,0.4745,,,,,,0.012559,,,,2.37
30-Nov-14,378.05,,,,,3.58,0.567552,,,,,,0.011211,,,,2.39
29-Nov-14,375.49,,,,,3.59,0.565711,,,,,,0.013982,,,,2.37
28-Nov-14,376.45,,,,,3.6,0.564761,,,,,,0.015165,,,,2.38
27-Nov-14,369.67,,,,,3.56,0.55754,,,,,,0.014205,,,,2.32
26-Nov-14,368.37,,,,,3.56,0.562741,,,,,,0.011004,,,,2.36
25-Nov-14,375.35,,,,,3.57,0.595471,,,,,,0.00974,,,,2.37
24-Nov-14,376.9,,,,,3.63,0.53174,,,,,,0.008562,,,,2.32
23-Nov-14,367.57,,,,,3.59,0.526897,,,,,,0.008599,,,,2.31
22-Nov-14,352.92,,,,,3.52,0.534829,,,,,,0.007663,,,,2.26
21-Nov-14,350.85,,,,,3.5,0.53249,,,,,,0.006589,,,,2.22
20-Nov-14,357.84,,,,,3.61,0.525171,,,,,,0.006058,,,,2.26
19-Nov-14,380.56,,,,,3.81,0.559003,,,,,,0.005696,,,,2.38
18-Nov-14,375.2,,,,,3.77,0.599073,,,,,,0.005432,,,,2.36
17-Nov-14,387.41,,,,,3.88,0.58478,,,,,,0.00534,,,,2.33
16-Nov-14,387.88,,,,,3.88,0.654531,,,,,,0.005181,,,,2.74
15-Nov-14,376.13,,,,,3.85,0.641145,,,,,,0.005052,,,,2.49
14-Nov-14,397.82,,,,,3.99,0.689225,,,,,,0.005197,,,,2.41
13-Nov-14,420.74,,,,,4.1,0.70453,,,,,,0.005035,,,,2.58
12-Nov-14,423.56,,,,,4.07,0.73232,,,,,,0.005097,,,,2.64
11-Nov-14,367.69,,,,,3.68,0.717955,,,,,,0.004899,,,,2.43
10-Nov-14,366.92,,,,,3.7,0.735697,,,,,,0.004901,,,,2.53
09-Nov-14,363.26,,,,,3.63,0.721369,,,,,,0.004926,,,,2.99
08-Nov-14,345.49,,,,,3.56,0.643877,,,,,,0.004907,,,,2.73
07-Nov-14,342.42,,,,,3.56,0.616295,,,,,,0.004877,,,,2.13
06-Nov-14,349.29,,,,,3.65,0.595903,,,,,,0.004877,,,,1.99
05-Nov-14,339.49,,,,,3.64,0.571982,,,,,,0.004861,,,,1.75
04-Nov-14,330.49,,,,,3.59,0.547635,,,,,,0.004805,,,,1.65
03-Nov-14,327.55,,,,,3.58,0.576323,,,,,,0.00481,,,,1.63
02-Nov-14,325.89,,,,,3.59,0.579494,,,,,,0.004664,,,,1.66
01-Nov-14,325.75,,,,,3.57,0.585832,,,,,,0.004671,,,,1.67
31-Oct-14,338.32,,,,,3.75,0.607218,,,,,,0.004867,,,,1.79
30-Oct-14,345.31,,,,,3.79,0.614064,,,,,,0.00489,,,,1.79
29-Oct-14,335.59,,,,,3.73,0.63306,,,,,,0.004776,,,,1.61
28-Oct-14,357.62,,,,,3.85,0.689257,,,,,,0.004845,,,,1.9
27-Oct-14,352.99,,,,,3.81,0.722831,,,,,,0.004891,,,,1.91
26-Oct-14,354.7,,,,,3.73,0.694402,,,,,,0.004548,,,,1.93
25-Oct-14,347.27,,,,,3.67,0.739802,,,,,,0.004719,,,,1.92
24-Oct-14,358.35,,,,,3.75,0.762157,,,,,,0.005082,,,,2.04
23-Oct-14,358.42,,,,,3.74,0.865496,,,,,,0.005142,,,,2.11
22-Oct-14,383.16,,,,,3.84,0.946716,,,,,,0.005187,,,,2.07
21-Oct-14,386.48,,,,,3.94,0.957783,,,,,,0.005193,,,,2.08
20-Oct-14,382.85,,,,,3.91,0.950394,,,,,,0.005073,,,,2.11
19-Oct-14,389.55,,,,,3.99,0.994436,,,,,,0.004949,,,,2.27
18-Oct-14,391.44,,,,,4.06,0.96583,,,,,,0.004965,,,,2.29
17-Oct-14,383.76,,,,,3.99,0.973198,,,,,,0.004904,,,,2.27
16-Oct-14,382.56,,,,,3.99,0.999458,,,,,,0.004855,,,,2.18
15-Oct-14,394.77,,,,,4.06,0.990811,,,,,,0.004827,,,,2.07
14-Oct-14,400.87,,,,,4.08,1.07,,,,,,0.004872,,,,2.06
13-Oct-14,390.41,,,,,3.86,1.1,,,,,,0.004784,,,,2.57
12-Oct-14,378.55,,,,,3.85,1.09,,,,,,0.004858,,,,2.14
11-Oct-14,362.3,,,,,3.77,1.08,,,,,,0.004753,,,,2.17
10-Oct-14,361.56,,,,,3.81,1.14,,,,,,0.004871,,,,2.24
09-Oct-14,365.03,,,,,3.9,1.11,,,,,,0.004824,,,,2.4
08-Oct-14,352.94,,,,,3.91,1.09,,,,,,0.004787,,,,2.34
07-Oct-14,336.19,,,,,3.86,1,,,,,,0.004765,,,,2.13
06-Oct-14,330.08,,,,,3.82,0.979703,,,,,,0.00473,,,,2.25
05-Oct-14,320.51,,,,,3.7,0.879503,,,,,,0.004789,,,,2.25
04-Oct-14,328.87,,,,,3.94,0.977628,,,,,,0.004941,,,,2.24
03-Oct-14,359.51,,,,,4.18,1.1,,,,,,0.005023,,,,2.4
02-Oct-14,375.07,,,,,4.32,1.19,,,,,,0.004874,,,,2.44
01-Oct-14,383.62,,,,,4.43,1.2,,,,,,0.004752,,,,2.46
30-Sep-14,386.94,,,,,4.47,1.22,,,,,,0.004644,,,,2.7
29-Sep-14,375.47,,,,,4.25,1.15,,,,,,0.004705,,,,2.85
28-Sep-14,377.18,,,,,4.23,1.22,,,,,,0.005282,,,,2.9
27-Sep-14,399.52,,,,,4.42,1.31,,,,,,0.004705,,,,2.84
26-Sep-14,404.43,,,,,4.43,1.39,,,,,,0.004616,,,,2.89
25-Sep-14,411.57,,,,,4.51,1.4,,,,,,0.004722,,,,3
24-Sep-14,423.2,,,,,4.67,1.51,,,,,,0.004668,,,,3.34
23-Sep-14,435.79,,,,,4.75,1.47,,,,,,0.004613,,,,3.4
22-Sep-14,402.15,,,,,4.24,1.26,,,,,,0.004657,,,,3.36
21-Sep-14,398.82,,,,,4.25,1.27,,,,,,0.00457,,,,2.97
20-Sep-14,408.9,,,,,4.29,1.27,,,,,,0.004772,,,,3.18
19-Sep-14,394.8,,,,,4.33,1.45,,,,,,0.004942,,,,3.43
18-Sep-14,424.44,,,,,4.69,1.57,,,,,,0.005135,,,,3.87
17-Sep-14,457.33,,,,,5.06,1.77,,,,,,0.005399,,,,3.75
16-Sep-14,466.06,,,,,5.07,1.84,,,,,,0.005124,,,,3.33
15-Sep-14,475.37,,,,,5.18,1.9,,,,,,0.00505,,,,3.07
14-Sep-14,477.89,,,,,5.4,1.82,,,,,,0.005136,,,,2.8
13-Sep-14,479,,,,,5.45,1.85,,,,,,0.004706,,,,2.87
12-Sep-14,477.75,,,,,5.38,1.88,,,,,,0.004713,,,,2.85
11-Sep-14,479.75,,,,,5.45,1.94,,,,,,0.004749,,,,2.8
10-Sep-14,479.36,,,,,5.34,1.97,,,,,,0.00475,,,,2.82
09-Sep-14,475.26,,,,,5.07,1.77,,,,,,0.004719,,,,2.91
08-Sep-14,474.6,,,,,5.1,1.87,,,,,,0.004711,,,,2.78
07-Sep-14,482.28,,,,,5.16,1.88,,,,,,0.004704,,,,2.9
06-Sep-14,484.83,,,,,4.98,1.95,,,,,,0.004795,,,,2.98
05-Sep-14,483.34,,,,,4.96,1.98,,,,,,0.004874,,,,2.84
04-Sep-14,489.66,,,,,5.18,2.05,,,,,,0.004805,,,,3.08
03-Sep-14,477.59,,,,,4.87,2.03,,,,,,0.004776,,,,2.64
02-Sep-14,477.43,,,,,4.82,1.96,,,,,,0.004641,,,,2.32
01-Sep-14,474.88,,,,,4.71,2.04,,,,,,0.005025,,,,2.27
31-Aug-14,477.76,,,,,4.86,2.17,,,,,,0.004887,,,,2.41
30-Aug-14,504.25,,,,,5.23,2.44,,,,,,0.004961,,,,2.43
29-Aug-14,508.52,,,,,5.36,2.21,,,,,,0.005017,,,,2.55
28-Aug-14,507.81,,,,,5.28,2.21,,,,,,0.005062,,,,2.37
27-Aug-14,511.15,,,,,5.39,2.01,,,,,,0.005015,,,,2.29
26-Aug-14,511.57,,,,,5.54,2.01,,,,,,0.004837,,,,2.72
25-Aug-14,502.5,,,,,5.21,2.05,,,,,,0.004974,,,,2.68
24-Aug-14,508.29,,,,,5.45,1.95,,,,,,0.005154,,,,3.09
23-Aug-14,498.07,,,,,4.9,1.81,,,,,,0.005016,,,,2.99
22-Aug-14,514.04,,,,,5.25,1.78,,,,,,0.005095,,,,3.17
21-Aug-14,517.24,,,,,5.8,1.82,,,,,,0.005117,,,,3.38
20-Aug-14,511.98,,,,,5.45,1.83,,,,,,0.005265,,,,3.81
19-Aug-14,485.25,,,,,4.67,1.65,,,,,,0.005051,,,,3.32
18-Aug-14,461.46,,,,,3.71,1.45,,,,,,0.004979,,,,1.54
17-Aug-14,491.8,,,,,4.33,1.46,,,,,,0.005177,,,,2.36
16-Aug-14,519.71,,,,,4.98,1.6,,,,,,0.005418,,,,2.92
15-Aug-14,497.01,,,,,5.05,1.59,,,,,,0.00541,,,,3.64
14-Aug-14,505.97,,,,,5.04,1.76,,,,,,0.005227,,,,4.06
13-Aug-14,546.66,,,,,5.04,1.9,,,,,,0.00497,,,,4.86
12-Aug-14,569.64,,,,,5.65,2,,,,,,0.005044,,,,5.02
11-Aug-14,576.37,,,,,6.06,2.08,,,,,,0.005214,,,,5.08
10-Aug-14,591.06,,,,,6.95,2.06,,,,,,0.004975,,,,5.72
09-Aug-14,589.37,,,,,6.94,2.1,,,,,,0.005242,,,,5.59
08-Aug-14,592.58,,,,,7.06,2.18,,,,,,0.005462,,,,5.99
07-Aug-14,588.87,,,,,7.18,2.14,,,,,,0.005343,,,,5.65
06-Aug-14,584.65,,,,,7.18,2.19,,,,,,0.005256,,,,5.77
05-Aug-14,585.44,,,,,7.27,2.15,,,,,,0.005104,,,,5.41
04-Aug-14,588.78,,,,,7.41,2.01,,,,,,0.004948,,,,5.31
03-Aug-14,586.67,,,,,7.54,2.36,,,,,,0.005215,,,,5.8
02-Aug-14,589.33,,,,,7.63,2.5,,,,,,0.005294,,,,5.71
01-Aug-14,594.92,,,,,7.7,2.67,,,,,,0.005369,,,,5.64
31-Jul-14,586.24,,,,,7.54,2.55,,,,,,0.005189,,,,5.57
30-Jul-14,567.29,,,,,7.26,2.54,,,,,,0.005097,,,,4.45
29-Jul-14,584.73,,,,,7.65,2.62,,,,,,0.006066,,,,4.79
28-Jul-14,585.69,,,,,7.59,2.7,,,,,,0.006157,,,,5.17
27-Jul-14,593.85,,,,,7.75,2.55,,,,,,0.006021,,,,5.83
26-Jul-14,595.81,,,,,7.6,2.62,,,,,,0.006041,,,,5.97
25-Jul-14,601.09,,,,,7.55,2.71,,,,,,0.006043,,,,6.07
24-Jul-14,601.73,,,,,7.79,2.36,,,,,,0.005929,,,,6.18
23-Jul-14,619.41,,,,,8.46,2.91,,,,,,0.006144,,,,6.37
22-Jul-14,621.55,,,,,8.57,3.2,,,,,,0.005643,,,,6.41
21-Jul-14,622.21,,,,,8.59,3.09,,,,,,0.005362,,,,6.77
20-Jul-14,623.9,,,,,8.46,2.63,,,,,,0.005383,,,,7.11
19-Jul-14,628.51,,,,,8.61,2.88,,,,,,0.005298,,,,7.06
18-Jul-14,628.78,,,,,8.72,2.62,,,,,,0.006364,,,,7.21
17-Jul-14,623.09,,,,,8.66,2.98,,,,,,0.006162,,,,7.44
16-Jul-14,616.8,,,,,8.32,2.71,,,,,,0.004898,,,,6.35
15-Jul-14,621.59,,,,,8.56,2.11,,,,,,0.004514,,,,6.3
14-Jul-14,619.32,,,,,8.62,1.97,,,,,,0.004367,,,,6.2
13-Jul-14,626.5,,,,,8.9,1.79,,,,,,0.004306,,,,6.35
12-Jul-14,633.71,,,,,8.62,1.73,,,,,,0.004317,,,,6.54
11-Jul-14,632,,,,,7.85,1.79,,,,,,0.004298,,,,6.52
10-Jul-14,616.76,,,,,7.79,1.89,,,,,,0.004074,,,,6.79
09-Jul-14,624.51,,,,,7.79,2.01,,,,,,0.003879,,,,7.1
08-Jul-14,624.82,,,,,7.73,2.35,,,,,,0.0033,,,,7.17
07-Jul-14,624.09,,,,,7.56,1.99,,,,,,0.003082,,,,6.53
06-Jul-14,635.81,,,,,7.11,2.4,,,,,,0.00281,,,,6.66
05-Jul-14,631.46,,,,,7.28,2.47,,,,,,0.003132,,,,7.12
04-Jul-14,630.69,,,,,7.34,2.64,,,,,,0.003246,,,,7.56
03-Jul-14,645.16,,,,,8.03,2.64,,,,,,0.00336,,,,7.82
02-Jul-14,650.88,,,,,8.16,2.31,,,,,,0.003484,,,,6.99
01-Jul-14,640.81,,,,,7.79,2.35,,,,,,0.003623,,,,7.9
30-Jun-14,639.8,,,,,8.95,2.5,,,,,,0.00378,,,,8.93
29-Jun-14,602.72,,,,,8.96,2.54,,,,,,0.004013,,,,9.23
28-Jun-14,596.55,,,,,9.19,2.55,,,,,,0.003923,,,,9.53
27-Jun-14,597.26,,,,,9.25,2.2,,,,,,0.003993,,,,10.09
26-Jun-14,581.14,,,,,9.09,2.89,,,,,,0.004051,,,,10
25-Jun-14,566.34,,,,,9.19,3.39,,,,,,0.003931,,,,8.99
24-Jun-14,582.36,,,,,9.63,3.28,,,,,,0.004049,,,,9.44
23-Jun-14,593.98,,,,,9.72,3.98,,,,,,0.004085,,,,9.8
22-Jun-14,602.27,,,,,9.77,4.35,,,,,,0.004187,,,,9.46
21-Jun-14,594.99,,,,,9.83,5.01,,,,,,0.00415,,,,9.29
20-Jun-14,594.15,,,,,9.83,4.56,,,,,,0.004188,,,,10.34
19-Jun-14,598.07,,,,,9.99,3.13,,,,,,0.00423,,,,10.97
18-Jun-14,607.96,,,,,9.68,2.79,,,,,,0.004247,,,,10.22
17-Jun-14,610.86,,,,,9.66,2.82,,,,,,0.004264,,,,10.21
16-Jun-14,592.19,,,,,9.71,3.18,,,,,,0.004173,,,,10.13
15-Jun-14,592.94,,,,,9.94,2.69,,,,,,0.004197,,,,10.35
14-Jun-14,577.36,,,,,9.93,2.34,,,,,,0.004017,,,,10.24
13-Jun-14,600.16,,,,,10.25,1.92,,,,,,0.004161,,,,10.64
12-Jun-14,586.95,,,,,10.17,1.74,,,,,,0.004048,,,,10.18
11-Jun-14,633.02,,,,,10.94,1.62,,,,,,0.004421,,,,10.27
10-Jun-14,653.15,,,,,11.11,1.73,,,,,,0.004547,,,,11.65
09-Jun-14,649.16,,,,,11.18,1.52,,,,,,0.004225,,,,9.54
08-Jun-14,656.14,,,,,11.27,1.34,,,,,,0.003974,,,,9.5
07-Jun-14,654.97,,,,,11.11,1.36,,,,,,0.003961,,,,10.38
06-Jun-14,653.7,,,,,11.2,1.24,,,,,,0.003916,,,,11.77
05-Jun-14,659.26,,,,,11.29,1.81,,,,,,0.003841,,,,10.61
04-Jun-14,641.61,,,,,11.06,1.93,,,,,,0.003952,,,,12.5
03-Jun-14,667.61,,,,,11.48,1.73,,,,,,0.004385,,,,13.9
02-Jun-14,660.62,,,,,11.36,1.74,,,,,,0.004339,,,,14.48
01-Jun-14,630.23,,,,,11.14,1.94,,,,,,0.004092,,,,12.93
31-May-14,623.68,,,,,10.93,1.57,,,,,,0.004146,,,,11.33
30-May-14,615.33,,,,,11.25,1.68,,,,,,0.004232,,,,11.05
29-May-14,568.18,,,,,10.78,2.27,,,,,,0.004791,,,,9.38
28-May-14,577.06,,,,,11.03,2.21,,,,,,0.005005,,,,7.21
27-May-14,571.24,,,,,11.15,3.02,,,,,,0.004643,,,,10.57
26-May-14,583.42,,,,,11.56,3.14,,,,,,0.003799,,,,11.29
25-May-14,571.59,,,,,11.53,3.7,,,,,,0.003646,,,,15.13
24-May-14,525.14,,,,,11.1,2.96,,,,,,0.004111,,,,12.1
23-May-14,520.22,,,,,11.23,2.1,,,,,,0.003315,,,,13.49
22-May-14,524.58,,,,,10.67,1.6,,,,,,0.003993,,,,11.23
21-May-14,491.77,,,,,10.59,,,,,,,0.006669,,,,7.99
20-May-14,485.72,,,,,10.63,,,,,,,0.006711,,,,6.88
19-May-14,446.18,,,,,10.3,,,,,,,0.006034,,,,6.94
18-May-14,446.26,,,,,10.36,,,,,,,0.006004,,,,6.38
17-May-14,448.9,,,,,10.35,,,,,,,0.006487,,,,4.74
16-May-14,448.06,,,,,10.41,,,,,,,0.00691,,,,5.92
