Rank,Name,Symbol,Market_Cap,Price,circulating_supply,name,Volume_24h,Precent_1h,Precent_24h,Precent_7d,precent_1h,precent_24h,precent_7d,100,Size
2031,MktCoin,MLM,38613,0,"1,209,529,900",MLM,570,0.003,-0.0159,-0.3023,0.3,-1.59,-30.23,100,small
2032,VULCANO,VULC,38525,0,"241,450,731",VULC,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2033,Blocklancer,LNC,38338,0,"120,140,384",LNC,0.19,0.0012,-0.007,-0.3128,0.12,-0.7,-31.28,100,small
2034,Inex Project,INEX,38073,0,"8,506,832,163",INEX,2,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2035,PutinCoin,PUT,37935,0,"1,188,750,832",PUT,3,0.0012,-0.007,-0.3128,0.12,-0.7,-31.28,100,small
2036,Netko,NETKO,37462,0,"11,344,690",NETKO,$?,0.0001,0.0004,-0.5748,0.01,0.04,-57.48,100,small
2037,Asian Dragon,AD,37384,0,"52,865,797",AD,103,0.0026,-0.0395,-0.0493,0.26,-3.95,-4.93,100,small
2038,GoldBlocks,GB,37265,0,"15,563,873",GB,$?,0.003,-0.0071,0.0307,0.3,-0.71,3.07,100,small
2039,TOKPIE,TKP,37140,0,"28,714,064",TKP,$?,0.0026,-0.0273,-0.8123,0.26,-2.73,-81.23,100,small
2040,GCN Coin,GCN,36827,0,"172,076,810,000",GCN,3,-0.0005,0.002,-0.0043,-0.05,0.2,-0.43,100,small
2041,Iridium,IRD,36746,0,"20,256,627",IRD,16,0.0012,0.0093,0.0418,0.12,0.93,4.18,100,small
2042,Waletoken,WTN,36551,0,"19,918,713,667",WTN,1031,0.0026,-0.0505,0.0115,0.26,-5.05,1.15,100,small
2044,FantasyGold,FGC,36295,0,"16,241,597",FGC,8,0.003,-0.0071,1.0624,0.3,-0.71,106.24,100,small
2045,GlobalToken,GLT,36244,0,"113,576,750",GLT,6,0.0012,-0.0075,0.0308,0.12,-0.75,3.08,100,small
2046,Payfair,PFR,36101,0,"39,347,537",PFR,1915,0.0277,-0.0594,-0.0413,2.77,-5.94,-4.13,100,small
2048,VoteCoin,VOT,35123,0,"110,063,500",VOT,17,0.0012,0.9861,1.0616,0.12,98.61,106.16,100,small
2050,BERNcash,BERN,34111,0,"71,234,301",BERN,$?,0.003,-0.0071,0.0312,0.3,-0.71,3.12,100,small
2051,Phantomx,PNX,34035,0,"48,495,525",PNX,$?,0.0019,-0.0223,6.5531,0.19,-2.23,655.31,100,small
2052,Moin,MOIN,33722,0,"9,606,701",MOIN,173,0.0012,-0.0501,-0.0929,0.12,-5.01,-9.29,100,small
2053,Bitcoiin,B2G,33674,0,"52,761,896 B2",B2G,0.93,0.0012,0.1349,0.3744,0.12,13.49,37.44,100,small
2054,DeltaChain,DELTA,33567,0,"7,500,000,000",DELTA,0.9,0.0026,-0.0273,-0.9191,0.26,-2.73,-91.91,100,small
2055,ATBCoin,ATB,33537,0,"42,038,227",ATB,$?,-0.1656,-0.007,-0.4273,-16.56,-0.7,-42.73,100,small
2056,BitNautic Token,BTNT,33485,0,"19,078,647",BTNT,228492,0.1014,-0.0897,-0.1278,10.14,-8.97,-12.78,100,small
2057,S.Finance,SFG,31411,0.37,"84,903",SFG,128273,-0.0571,0.0288,-0.1174,-5.71,2.88,-11.74,100,small
2058,DraftCoin,DFT,33376,0,"8,715,912",DFT,$?,0.0012,-0.007,-0.1469,0.12,-0.7,-14.69,100,small
2059,Stipend,SPD,32918,0,"11,521,178",SPD,$?,0.003,-0.0071,1.2511,0.3,-0.71,125.11,100,small
2060,KWHCoin,KWH,32358,0,"1,807,438,681",KWH,$?,0.0026,-0.0273,-0.0134,0.26,-2.73,-1.34,100,small
2061,CrowdWiz,WIZ,32254,0.01,"4,300,516",WIZ,$?,0,0,0,0,0,0,100,small
2062,Theresa May Coin,MAY,31930,0,"100,018,000",MAY,$?,0.003,-0.0071,-0.3128,0.3,-0.71,-31.28,100,small
2063,Castle,CSTL,31846,0,"19,958,965",CSTL,$?,0.0012,-0.0075,0.4726,0.12,-0.75,47.26,100,small
2064,Connect Coin,XCON,31733,0,"38,996,796",XCON,1,0.0012,-0.1831,-0.2381,0.12,-18.31,-23.81,100,small
2065,LuckySevenToken,LST,31709,0,"65,590,200",LST,$?,0.0009,-0.0059,0.0167,0.09,-0.59,1.67,100,small
2066,RPICoin,RPI,31520,0,"987,726,290",RPI,3,0.0012,-0.007,1.0616,0.12,-0.7,106.16,100,small
2067,Aigang,AIX,31343,0,"29,274,567",AIX,$?,0.0268,0.1,0.1257,2.68,10,12.57,100,small
2068,XGOX,XGOX,30965,0,"2,379,530,425",XGOX,2,0.0701,0.1079,0.2361,7.01,10.79,23.61,100,small
2069,Neural Protocol,NRP,31032,0,"9,497,994,014",NRP,28,0.0026,0.3001,0.479,0.26,30.01,47.9,100,small
2070,GoPower,GPT,30901,0,"81,227,046",GPT,$?,0.0026,-0.0273,0.0106,0.26,-2.73,1.06,100,small
2071,TrueVett,VME,30878,0,"178,048,389",VME,$?,0.0029,-0.0134,0.0166,0.29,-1.34,1.66,100,small
2072,Yfscience,YFSI,30673,4.22,"7,268",YFSI,1852,0.0042,-0.2401,-0.2547,0.42,-24.01,-25.47,100,small
2073,ELTCOIN,ELTCOIN,30613,0,"90,000,000",ELTCOIN,2474,0.0026,0.0127,-0.0741,0.26,1.27,-7.41,100,small
2074,BitStation,BSTN,30318,0,"4,704,185,603",BSTN,0.56,0.0026,0.1296,0.1457,0.26,12.96,14.57,100,small
2075,Linfinity,LFC,28600,0,"905,666,529",LFC,4367,0.0022,-0.0146,-0.1573,0.22,-1.46,-15.73,100,small
2077,BitRewards,BIT,29190,0,"342,725,114",BIT,0.04,0.0026,-0.3828,-0.0117,0.26,-38.28,-1.17,100,small
2078,SteepCoin,STEEP,28960,0,"181,505,253",STEEP,0.05,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2079,Narrative,NRVE,28985,0,"82,428,004",NRVE,$?,-0.001,-0.026,-0.0095,-0.1,-2.6,-0.95,100,small
2080,Coinchase Token,CCH,28782,0,"1,594,527,406",CCH,46361,0,0.0006,1.0249,0,0.06,102.49,100,small
2082,Global Crypto Alliance,CALL,28756,0,"78,358,515",CALL,5,0.0012,-0.007,0.2478,0.12,-0.7,24.78,100,small
2083,Worldcore,WRC,28429,0,"178,103,291",WRC,122,0.003,-0.0071,0.0312,0.3,-0.71,3.12,100,small
2084,Intelligent Trading Foundation,ITT,28200,0,"9,814,899",ITT,13343,-0.0498,-0.1489,-0.0723,-4.98,-14.89,-7.23,100,small
2086,Privatix,PRIX,27966,0.03,"1,101,900",PRIX,8230,-0.6212,-0.5627,-0.6265,-62.12,-56.27,-62.65,100,small
2087,SmartCoin,SMC,27838,0,"29,066,260",SMC,$?,0.003,-0.0071,0.0312,0.3,-0.71,3.12,100,small
2088,Cyber Movie Chain,CMCT,27749,0,"20,000,000,000",CMCT,$?,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2089,Neuromorphic.io,NMP,27574,0.01,"2,000,000",NMP,33123,0.0026,-0.2509,-0.6927,0.26,-25.09,-69.27,100,small
2090,Baz Token,BAZT,26578,0.02,"1,089,402",BAZT,936,-0.0355,-0.0619,-0.1808,-3.55,-6.19,-18.08,100,small
2092,PRiVCY,PRIV,26955,0,"16,508,939",PRIV,0.58,0.0016,-0.0805,-0.1214,0.16,-8.05,-12.14,100,small
2093,SpreadCoin,SPR,26708,0,"11,159,260",SPR,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2094,Kush Finance,KSEED,26503,0.12,"214,970",KSEED,2273,0.0042,-0.2062,-0.254,0.42,-20.62,-25.4,100,small
2095,Asura Coin,ASA,26426,0,"220,932,400",ASA,19,0.0019,0.8077,0.0765,0.19,80.77,7.65,100,small
2096,IFX24,IFX24,26275,0.01,"3,000,000 IFX24",IFX24,$?,0.0016,-0.0124,-0.3642,0.16,-1.24,-36.42,100,small
2097,EUNOMIA,ENTS,26211,0,"16,420,688,682",ENTS,0,-0.4985,-0.0071,0.0312,-49.85,-0.71,3.12,100,small
2098,GenesisX,XGS,26159,0,"10,929,845",XGS,149,0.0012,0.4896,0.1039,0.12,48.96,10.39,100,small
2100,Fireball,FIRE,25823,1.26,"20,441",FIRE,$?,0.0035,0.0939,-0.1288,0.35,9.39,-12.88,100,small
2101,UNICORN Token,UNI,25598,0,"106,912,509",UNI,44,0.003,-0.0071,-0.0135,0.3,-0.71,-1.35,100,small
2102,FidexToken,FEX,24770,0,"29,128,335,553",FEX,0.04,0.0026,0.2321,-0.0626,0.26,23.21,-6.26,100,small
2103,Netrum,NTR,24412,0.01,"2,139,819",NTR,$?,0.0028,-0.0182,0.0058,0.28,-1.82,0.58,100,small
2104,4NEW,KWATT,24906,0,"61,152,763",KWATT,9214,0.0026,-0.078,-0.102,0.26,-7.8,-10.2,100,small
2105,CaluraCoin,CLC,23590,0,"13,435,005",CLC,35,0.003,-0.0071,0.6205,0.3,-0.71,62.05,100,small
2106,XDNA,XDNA,23005,0,"8,481,090",XDNA,0.57,0.0012,-0.007,0.7596,0.12,-0.7,75.96,100,small
2107,Impleum,IMPL,22950,0,"8,460,870",IMPL,$?,0.0012,-0.007,-0.0265,0.12,-0.7,-2.65,100,small
2108,UChain,UCN,29366,0,"305,346,957",UCN,7783,0.2733,0.1484,-0.2657,27.33,14.84,-26.57,100,small
2109,CPUchain,CPU,22756,0,"35,655,550",CPU,11,0.0012,-0.007,-0.1754,0.12,-0.7,-17.54,100,small
2110,Citadel,CTL,22753,0,"10,969,269",CTL,$?,0.0012,-0.007,-0.295,0.12,-0.7,-29.5,100,small
2111,Carebit,CARE,22633,0,"157,607,296",CARE,$?,0.0012,-0.007,0.8554,0.12,-0.7,85.54,100,small
2112,Niobio Cash,NBR,22530,0,"140,803,743",NBR,2,0.0014,-0.0041,0.0315,0.14,-0.41,3.15,100,small
2113,ZeusNetwork,ZEUS,22338,0,"70,000,000,000",ZEUS,0,0.0012,-0.3383,-0.4846,0.12,-33.83,-48.46,100,small
2114,Stellar Classic,XLMX,22314,0,"830,961,565",XLMX,10,-0.1406,-0.1663,-0.1542,-14.06,-16.63,-15.42,100,small
2115,Defis,XGM,22175,0,"134,558,580",XGM,10,0.003,0.0118,-0.1222,0.3,1.18,-12.22,100,small
2116,Graviocoin,GIO,22091,0,"72,128,521",GIO,$?,0.0019,-0.008,0.0425,0.19,-0.8,4.25,100,small
2117,NevaCoin,NEVA,21803,0,"5,424,015",NEVA,$?,0.0007,0.1005,0.1263,0.07,10.05,12.63,100,small
2118,High Voltage,HVCO,21574,0.01,"1,494,171",HVCO,$?,0.0019,-0.0125,0.0246,0.19,-1.25,2.46,100,small
2119,PRASM,PSM,21532,0,"2,249,193,827",PSM,0.08,0.0012,-0.7163,-0.7311,0.12,-71.63,-73.11,100,small
2120,BLOC.MONEY,BLOC,21438,0,"16,788,360",BLOC,$?,0.003,-0.0071,-0.1754,0.3,-0.71,-17.54,100,small
2121,Titcoin,TIT,21339,0,"66,868,608",TIT,$?,0.0012,-0.0075,1.0616,0.12,-0.75,106.16,100,small
2122,Mobile Crypto Pay Coin,MCPC,21327,0,"9,543,081",MCPC,2,0.0012,-0.0417,-0.0132,0.12,-4.17,-1.32,100,small
2124,Thore Cash,TCH,21191,0,"55,056,178",TCH,120487,0.0026,0.0589,0.1021,0.26,5.89,10.21,100,small
2125,PayCoin,XPY,21053,0,"11,995,342",XPY,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2127,FuzzBalls,FUZZ,20816,0,"4,829,945",FUZZ,$?,0.003,-0.0071,0.0307,0.3,-0.71,3.07,100,small
2128,GeyserCoin,GSR,20687,0.02,"1,336,615",GSR,4,0.0012,0.058,0.0525,0.12,5.8,5.25,100,small
2130,Money Plant Token,MPT,20306,0.02,"1,288,768",MPT,22,0.0007,-0.0034,-0.506,0.07,-0.34,-50.6,100,small
2131,Jupiter,JUP,20252,0,"126,928,767",JUP,160,0.0012,-0.007,-0.9356,0.12,-0.7,-93.56,100,small
2132,Zenswap Network Token,ZNT,19874,0,"12,001,366,640",ZNT,4072,-0.1935,-0.2943,-0.1702,-19.35,-29.43,-17.02,100,small
2134,Dreamcoin,DRM,19656,0.01,"2,621,047",DRM,$?,0.0012,0.0854,0.0303,0.12,8.54,3.03,100,small
2135,No BS Crypto,NOBS,19561,0,"922,972,799",NOBS,1138,-0.0221,0.1128,0.253,-2.21,11.28,25.3,100,small
2136,Micromines,MICRO,19323,0,"17,999,261,364",MICRO,3352,0.0026,-0.0271,-0.0929,0.26,-2.71,-9.29,100,small
2137,Omnitude,ECOM,22505,0,"64,813,301",ECOM,49776,0.1683,0.0331,0.0309,16.83,3.31,3.09,100,small
2138,CyberMusic,CYMT,19274,0,"15,100,000,000",CYMT,0.02,0.0012,-0.007,0.1781,0.12,-0.7,17.81,100,small
2139,STRAKS,STAK,19042,0,"23,858,907",STAK,18,0.003,-0.0071,0.0096,0.3,-0.71,0.96,100,small
2140,StarterCoin,STAC,18609,0,"342,007,189",STAC,$?,0.0268,0.1,0.058,2.68,10,5.8,100,small
2141,Exosis,EXO,18213,0.04,"475,618",EXO,885,0.0565,-0.1789,0.0387,5.65,-17.89,3.87,100,small
2142,BTC Lite,BTCL,17909,0,"18,700,000",BTCL,$?,0.003,-0.0071,0.0307,0.3,-0.71,3.07,100,small
2143,Kemacoin,KEMA,17887,0,"24,360,241",KEMA,97,0.003,0.015,0.0312,0.3,1.5,3.12,100,small
2144,X-Coin,XCO,17785,0,"12,384,976",XCO,0,0.0012,0.1172,0.1597,0.12,11.72,15.97,100,small
2145,PostCoin,POST,17723,0,"15,868,233",POST,$?,0.0012,-0.007,-0.0985,0.12,-0.7,-9.85,100,small
2146,Bitcoin 21,XBTC21,17716,0.02,"793,108 XBTC21",XBTC21,$?,0.0012,-0.007,0.0303,0.12,-0.7,3.03,100,small
2148,INDINODE,XIND,17608,0,"1,103,555,172",XIND,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2149,Fivebalance,FBN,17556,0,"565,241,486",FBN,147,0.0066,0.4857,0.0376,0.66,48.57,3.76,100,small
2150,Joint Ventures,JOINT,17425,0,"22,248,085",JOINT,2417,0.0026,-0.3788,-0.6255,0.26,-37.88,-62.55,100,small
2151,Shivers,SHVR,17377,0,"54,453,298",SHVR,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2152,BitcoiNote,BTCN,17374,0,"12,099,011",BTCN,0.13,0.0012,-0.1063,0.0308,0.12,-10.63,3.08,100,small
2154,Signatum,SIGT,17235,0,"107,972,766",SIGT,$?,0.003,-0.0071,0.0307,0.3,-0.71,3.07,100,small
2155,Onix,ONX,17084,0,"107,072,781",ONX,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2156,ICOBID,ICOB,17080,0,"107,048,455",ICOB,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2157,Plus-Coin,NPLC,17014,0,"469,946,471",NPLC,$?,0.0029,-0.0141,-0.2331,0.29,-1.41,-23.31,100,small
2158,Digital Money Bits,DMB,16941,0,"106,173,958",DMB,0.32,0.0012,-0.0075,0.0308,0.12,-0.75,3.08,100,small
2159,Ccore,CCO,18694,0.01,"1,699,999",CCO,25,0.0026,-0.0257,1.1643,0.26,-2.57,116.43,100,small
2160,Blockburn,BURN,17552,0,"1,246,104,524",BURN,7684,0.0518,-0.5658,-0.2964,5.18,-56.58,-29.64,100,small
2161,ArbitrageCT,ARCT,16698,0,"104,655,777",ARCT,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2162,ShowHand,HAND,16626,0,"61,912,434,418",HAND,3,0.0026,-0.1476,-0.1542,0.26,-14.76,-15.42,100,small
2163,Atheios,ATH,16519,0,"34,510,937",ATH,0.52,0.0012,-0.007,0.5462,0.12,-0.7,54.62,100,small
2164,INMAX,INX,16463,0.01,"2,568,188",INX,50,1.3451,0.023,2.6977,134.51,2.3,269.77,100,small
2165,UltraNote Coin,XUN,16430,0,"205,141,436",XUN,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2166,Newton Coin Project,NCP,16140,0,"104,880,960",NCP,$?,0.0016,-0.0418,-0.5231,0.16,-4.18,-52.31,100,small
2167,Trexcoin,TREX,16065,0,"1,006,849,553",TREX,4,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2168,AmsterdamCoin,AMS,16020,0,"50,201,886",AMS,$?,0.335,0.3234,0.3744,33.5,32.34,37.44,100,small
2169,SCRIV NETWORK,SCRIV,16016,0,"24,744,362",SCRIV,169,-0.1853,-0.2049,-0.2976,-18.53,-20.49,-29.76,100,small
2170,ParkByte,PKB,15963,0,"4,764,026",PKB,$?,0.0012,-0.007,-0.2269,0.12,-0.7,-22.69,100,small
2171,ROIyal Coin,ROCO,15676,0.01,"1,559,517",ROCO,0.46,0.0012,-0.0225,-0.2269,0.12,-2.25,-22.69,100,small
2173,Galilel,GALI,15500,0,"19,428,483",GALI,0.7,0.0012,0.6551,0.3054,0.12,65.51,30.54,100,small
2175,SparksPay,SPK,15280,0,"8,950,064",SPK,0.62,0.0012,-0.0163,-0.0264,0.12,-1.63,-2.64,100,small
2176,EnterCoin,ENTRC,15255,0,"3,296,850",ENTRC,$?,0.0012,-0.0075,0.0308,0.12,-0.75,3.08,100,small
2178,BoostCoin,BOST,15133,0,"11,855,487",BOST,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2179,Digiwage,WAGE,15024,0,"47,062,308",WAGE,$?,0.003,-0.0071,-0.4846,0.3,-0.71,-48.46,100,small
2180,Spectrum,SPT,14823,0,"1,199,987,500",SPT,3136,0.0026,0.0611,-0.0098,0.26,6.11,-0.98,100,small
2181,Desire,DSR,11470,0,"10,269,488",DSR,9807,0.0012,-0.1315,-0.344,0.12,-13.15,-34.4,100,small
2182,CryptoFlow,CFL,14683,0,"92,026,159",CFL,$?,0.0012,-0.007,0.0303,0.12,-0.7,3.03,100,small
2183,Bitcoin Interest,BCI,14621,0,"18,326,892",BCI,0.72,0.0012,-0.1725,-0.4273,0.12,-17.25,-42.73,100,small
2184,EthereumX,ETX,14568,0,"87,225,579",ETX,$?,0.0015,0.1017,-0.4643,0.15,10.17,-46.43,100,small
2185,Datarius Credit,DTRC,14540,0,"159,756,076",DTRC,$?,0.0268,0.1,0.1257,2.68,10,12.57,100,small
2186,CustomContractNetwork,CCN,14509,0,"1,620,841,876",CCN,7,0.0026,-0.8917,-0.3421,0.26,-89.17,-34.21,100,small
2187,BitGuild PLAT,PLAT,14349,0,"59,566,902",PLAT,3655,0.0034,-0.0801,0.4733,0.34,-8.01,47.33,100,small
2188,Gold Poker,GPKR,14268,0,"5,260,826",GPKR,4973,0.0012,-0.0074,0.0307,0.12,-0.74,3.07,100,small
2189,Zurcoin,ZUR,13986,0,"87,653,034",ZUR,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2190,Decentralized Asset Trading Platform,DATP,13959,0,"11,820,620,222",DATP,8,0.0026,-0.4037,-0.4354,0.26,-40.37,-43.54,100,small
2191,GoHelpFund,HELP,13567,0,"12,147,167",HELP,48461,0.0012,-0.007,-0.3346,0.12,-0.7,-33.46,100,small
2192,Grimm,GRIMM,18363,0,"60,501,300",GRIMM,225,0.8975,0.2735,-0.0634,89.75,27.35,-6.34,100,small
2193,Ether Kingdoms Token,IMP,13535,0,"7,660,993",IMP,31047,0.001,-0.0078,-0.1225,0.1,-0.78,-12.25,100,small
2194,Blakecoin,BLC,13422,0,"28,039,412",BLC,0.1,0.0012,-0.0071,0.0302,0.12,-0.71,3.02,100,small
2195,Guaranteed Ethurance Token Extra,GETX,13427,0,"300,000,000",GETX,$?,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2196,XOVBank,XOV,13236,0,"138,683,802",XOV,$?,0.0015,-0.0104,-0.0014,0.15,-1.04,-0.14,100,small
2198,Eva Cash,EVC,13172,0.01,"900,000",EVC,$?,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2199,MarteXcoin,MXT,12728,0,"4,431,839",MXT,22,0.0012,0.375,0.237,0.12,37.5,23.7,100,small
2200,Klimatas,KTS,12675,0.02,"722,904",KTS,573,-0.0978,0.0817,0.0024,-9.78,8.17,0.24,100,small
2201,iBTC,IBTC,12679,0,"49,993,999",IBTC,$?,0.0029,-0.0147,-0.1911,0.29,-1.47,-19.11,100,small
2202,Datacoin,DTC,12673,0,"39,712,849",DTC,$?,0.0012,-0.007,0.0303,0.12,-0.7,3.03,100,small
2203,Coin2.1,C2,12485,0,"78,245,975 C2",C2,$?,0.0012,-0.0075,0.0308,0.12,-0.75,3.08,100,small
2204,Centurion,CNT,12392,0,"77,663,826",CNT,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2205,Magic Cube Coin,MCC,12319,0,"118,694,616",MCC,$?,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2206,TajCoin,TAJ,12210,0,"19,123,006",TAJ,0.56,0.003,-0.0071,0.0307,0.3,-0.71,3.07,100,small
2207,TRAXIA,TM2,12061,0,"328,320,714 TM2",TM2,95,0.0039,0.0521,0.3662,0.39,5.21,36.62,100,small
2208,DNotes,NOTE,11982,0,"135,043,262",NOTE,$?,0.0014,-0.0095,3.8908,0.14,-0.95,389.08,100,small
2209,KUN,KUN,11788,5.89,"2,000",KUN,18,0.0001,-0.0064,-0.0069,0.01,-0.64,-0.69,100,small
2210,Helex,HLX,11455,0.16,"70,160",HLX,3618,-0.0011,0.0013,0.0011,-0.11,0.13,0.11,100,small
2212,EveriToken,EVT,11315,0,"22,614,716",EVT,0.01,0.0001,-0.2385,0.6663,0.01,-23.85,66.63,100,small
2213,CCUniverse,UVU,11165,0,"999,660,283",UVU,538,0.0012,-0.007,-0.2784,0.12,-0.7,-27.84,100,small
2214,GINcoin,GIN,11029,0,"8,026,998",GIN,0.1,0.0026,-0.0273,-0.1878,0.26,-2.73,-18.78,100,small
2215,APR Coin,APR,10617,0,"13,307,732",APR,0.02,0.0012,0.2413,0.2885,0.12,24.13,28.85,100,small
2216,XMCT,XMCT,10538,0,"105,319,790",XMCT,$?,0.0001,0.0004,-0.0002,0.01,0.04,-0.02,100,small
2217,Biotron,BTRN,10525,0,"65,965,771",BTRN,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2218,Kora Network Token,KNT,10515,0,"335,625,000",KNT,6,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2219,ARbit,ARB,10368,0,"10,830,050",ARB,$?,0.0012,-0.007,-0.2269,0.12,-0.7,-22.69,100,small
2220,PlatinumBAR,XPTX,10340,0,"2,160,126",XPTX,$?,0.0012,-0.007,-0.2461,0.12,-0.7,-24.61,100,small
2221,Rupaya,RUPX,10296,0,"16,132,310",RUPX,6,0.0012,-0.007,0.6493,0.12,-0.7,64.93,100,small
2222,Dash Green,DASHG,10278,0,"2,300,683",DASHG,8,0.0012,0.0038,1.8849,0.12,0.38,188.49,100,small
2223,Nyerium,NYEX,10045,0,"31,478,864",NYEX,0.32,0.0012,0.9851,0.0308,0.12,98.51,3.08,100,small
2224,DOGEFI,DOGEFI,10036,0.01,"1,000,000",DOGEFI,233,0.0042,-0.1097,-0.6298,0.42,-10.97,-62.98,100,small
2225,Provoco Token,VOCO,10000,0,"999,375,710,075",VOCO,7,0.0001,0.0004,-0.0002,0.01,0.04,-0.02,100,small
2226,ANON,ANON,9693,0,"7,593,802",ANON,$?,0.0012,-0.007,-0.0837,0.12,-0.7,-8.37,100,small
2227,Litecred,LTCR,9646,0,"30,227,750",LTCR,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2228,FundRequest,FND,9624,0,"47,782,545",FND,$?,0.0026,-0.0273,-0.986,0.26,-2.73,-98.6,100,small
2229,Zealium,NZL,9616,0,"15,066,286",NZL,1,0.0012,-0.2056,0.0303,0.12,-20.56,3.03,100,small
2230,CFun,CFUN,9596,0,"429,429,737",CFUN,$?,0.003,-0.0071,0.0312,0.3,-0.71,3.12,100,small
2231,Couchain,COU,9571,0,"16,450,304,122",COU,20,0.0026,-0.0968,-0.0837,0.26,-9.68,-8.37,100,small
2232,MustangCoin,MST,9354,0.01,"630,343",MST,$?,0.0012,-0.007,-0.0602,0.12,-0.7,-6.02,100,small
2233,TravelNote,TVNT,9280,0,"2,153,333",TVNT,3303,0.003,-0.0071,0.0307,0.3,-0.71,3.07,100,small
2234,DOWCOIN,DOW,9278,0,"11,845,266",DOW,$?,0.0026,-0.0273,-0.0132,0.26,-2.73,-1.32,100,small
2235,Soverain,SOVE,9211,0,"8,248,099",SOVE,80,0.0012,-0.0023,0.0302,0.12,-0.23,3.02,100,small
2236,Akroma,AKA,9180,0,"19,177,485",AKA,$?,0.0012,-0.007,0.0303,0.12,-0.7,3.03,100,small
2237,Abitshadow Token,ABST,9030,0,"287,557,931",ABST,771,0.0026,-0.6408,-0.7971,0.26,-64.08,-79.71,100,small
2238,Jade Currency,JADE,8967,0,"56,200,000",JADE,0.89,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2239,Zayedcoin,ZYD,8966,0,"6,243,840",ZYD,$?,0.0012,-0.007,0.0303,0.12,-0.7,3.03,100,small
2240,Agrolot,AGLT,8875,0,"88,751,539",AGLT,$?,0,0,0,0,0,0,100,small
2241,Cryptrust,CTRT,8867,0,"7,092,756,485",CTRT,3,0.0001,-0.378,-0.9774,0.01,-37.8,-97.74,100,small
2242,VectorAI,VEC2,8811,0,"18,399,311 VEC2",VEC2,$?,0.003,-0.0071,0.0312,0.3,-0.71,3.12,100,small
2243,onLEXpa,onLEXpa,8765,0,"549,319,043",onLEXpa,7,0.0012,-0.0094,-0.5752,0.12,-0.94,-57.52,100,small
2244,BitMoney,BIT,8556,0,"82,497,698",BIT,$?,0.0012,-0.007,0.1162,0.12,-0.7,11.62,100,small
2245,IBStoken,IBS,8513,0.01,"592,455",IBS,52800,0.007,0.5938,-0.1136,0.7,59.38,-11.36,100,small
2247,Xenoverse,XENO,8515,0,"5,336,725",XENO,$?,0.0012,-0.007,0.0308,0.12,-0.7,3.08,100,small
2248,PAXEX,PAXEX,8411,0,"17,571,745",PAXEX,3,0.0012,-0.007,0.5455,0.12,-0.7,54.55,100,small
2249,Bitcoin Classic,BXC,8807,0.01,"600,147",BXC,189,0.001,-0.0397,-0.0431,0.1,-3.97,-4.31,100,small
2250,FUTURAX,FTXT,142930,0,"3,406,412,461",FTXT,$?,0.0013,15.887,14.9503,0.13,1588.7,1495.03,100,small
2251,Galactrum,ORE,8177,0,"5,124,807",ORE,5,0.0012,0.1034,-0.0629,0.12,10.34,-6.29,100,small
2252,Paypex,PAYX,8146,0,"139,998,018",PAYX,45323,0.0026,-0.0273,-0.3201,0.26,-2.73,-32.01,100,small
2253,SYB Coin,SYBC,7976,0,"10,202,292",SYBC,0.83,0.0012,-0.0642,-0.1439,0.12,-6.42,-14.39,100,small
2255,KAASO,KAASO,7895,0,"117,599,999",KAASO,$?,0.0026,-0.0273,-0.0134,0.26,-2.73,-1.34,100,small
2256,Independent Money System,IMS,7713,0,"5,368,934",IMS,$?,0.003,-0.0071,0.0312,0.3,-0.71,3.12,100,small
2257,Pamp Network,PAMP,7584,0,"2,431,244",PAMP,544863,-0.1334,-0.9687,-0.9746,-13.34,-96.87,-97.46,100,small
2258,Bulleon,BUL,7525,0.01,"1,096,353",BUL,0.99,0.003,-0.1105,-0.2355,0.3,-11.05,-23.55,100,small
